SUBJECTID,age,emotion,ACTOR,presentNumber,meanAmpNC
07,olderAgeGroup,B,3,6,-3.194
07,olderAgeGroup,B,3,7,-3.754
07,olderAgeGroup,B,3,8,-5.298
07,olderAgeGroup,B,3,9,-12.389
07,olderAgeGroup,B,3,10,-23.935
07,olderAgeGroup,B,4,1,-8.481
07,olderAgeGroup,B,4,2,-5.973
07,olderAgeGroup,B,4,3,8.189
07,olderAgeGroup,B,4,4,1.584
07,olderAgeGroup,B,4,5,2.427
07,olderAgeGroup,B,4,6,23.359
07,olderAgeGroup,B,4,7,19.542
07,olderAgeGroup,B,4,8,7.509
07,olderAgeGroup,B,4,9,21.077
07,olderAgeGroup,B,4,10,17.653
07,olderAgeGroup,B,5,1,-16.793
07,olderAgeGroup,B,5,2,-7.795
07,olderAgeGroup,B,5,3,0.017
07,olderAgeGroup,B,5,4,0.441
07,olderAgeGroup,B,5,5,-4.668
07,olderAgeGroup,B,5,6,-6.714
07,olderAgeGroup,B,5,7,12.827
07,olderAgeGroup,B,5,8,4.965
07,olderAgeGroup,B,5,9,7.692
07,olderAgeGroup,B,5,10,8.563
07,olderAgeGroup,A,1,1,-28.054
07,olderAgeGroup,A,1,2,-20.726
07,olderAgeGroup,A,1,3,-16.542
07,olderAgeGroup,A,1,4,-9.893
07,olderAgeGroup,A,1,5,-35.095
07,olderAgeGroup,A,1,6,-8.431
07,olderAgeGroup,A,1,7,-21.927
07,olderAgeGroup,A,1,8,-17.611
07,olderAgeGroup,A,1,9,-2.168
07,olderAgeGroup,A,1,10,-4.662
07,olderAgeGroup,A,2,1,-7.683
07,olderAgeGroup,A,2,2,-10.538
07,olderAgeGroup,A,2,3,-11.376
07,olderAgeGroup,A,2,4,-9.63
07,olderAgeGroup,A,2,5,-4.381
07,olderAgeGroup,A,2,6,9.949
07,olderAgeGroup,A,2,7,-9.824
07,olderAgeGroup,A,2,8,-7.879
07,olderAgeGroup,A,2,9,5.645
07,olderAgeGroup,A,2,10,-1.362
07,olderAgeGroup,A,3,1,-18.624
07,olderAgeGroup,A,3,2,-7.532
07,olderAgeGroup,A,3,3,-13.58
07,olderAgeGroup,A,3,4,-24.509
07,olderAgeGroup,A,3,5,-1.002
07,olderAgeGroup,A,3,6,-1.401
07,olderAgeGroup,A,3,7,-13.452
07,olderAgeGroup,A,3,8,-3.93
07,olderAgeGroup,A,3,9,-15.788
07,olderAgeGroup,A,3,10,2.29
07,olderAgeGroup,A,4,1,0.619
07,olderAgeGroup,A,4,2,9.729
07,olderAgeGroup,A,4,3,23.57
07,olderAgeGroup,A,4,4,20.928
07,olderAgeGroup,A,4,5,3.556
07,olderAgeGroup,A,4,6,10.562
07,olderAgeGroup,A,4,7,23.198
07,olderAgeGroup,A,4,8,11.938
07,olderAgeGroup,A,4,9,11.128
07,olderAgeGroup,A,4,10,15.815
07,olderAgeGroup,A,5,1,-10.207
07,olderAgeGroup,A,5,2,13.139
07,olderAgeGroup,A,5,3,2.28
07,olderAgeGroup,A,5,4,5.493
07,olderAgeGroup,A,5,5,-8.935
07,olderAgeGroup,A,5,6,10.991
07,olderAgeGroup,A,5,7,3.27
07,olderAgeGroup,A,5,8,-10.717
07,olderAgeGroup,A,5,9,7.675
07,olderAgeGroup,A,5,10,11.538
08,olderAgeGroup,B,1,1,-24.455
08,olderAgeGroup,B,1,2,-20.389
08,olderAgeGroup,B,1,3,-20.2
08,olderAgeGroup,B,1,4,-29.619
08,olderAgeGroup,B,1,5,-14.875
08,olderAgeGroup,B,1,6,-21.452
08,olderAgeGroup,B,1,7,-29.231
08,olderAgeGroup,B,1,8,-12.351
08,olderAgeGroup,B,1,9,-6.525
08,olderAgeGroup,B,1,10,4.235
08,olderAgeGroup,B,2,1,-5.236
08,olderAgeGroup,B,2,2,6.242
08,olderAgeGroup,B,2,3,-17.344
08,olderAgeGroup,B,2,4,-10.793
08,olderAgeGroup,B,2,5,-5.308
08,olderAgeGroup,B,2,6,9.137
08,olderAgeGroup,B,2,7,-11.9
08,olderAgeGroup,B,2,8,3.959
08,olderAgeGroup,B,2,9,4.976
08,olderAgeGroup,B,2,10,1.363
08,olderAgeGroup,B,3,1,-14.514
08,olderAgeGroup,B,3,2,-4.822
08,olderAgeGroup,B,3,3,-19.854
08,olderAgeGroup,B,3,4,-4.119
08,olderAgeGroup,B,3,5,-5.088
08,olderAgeGroup,B,3,6,-8.991
08,olderAgeGroup,B,3,7,-1.307
08,olderAgeGroup,B,3,8,3.265
08,olderAgeGroup,B,3,9,-19.869
08,olderAgeGroup,B,3,10,16.567
08,olderAgeGroup,B,4,1,1.448
08,olderAgeGroup,B,4,2,0.923
08,olderAgeGroup,B,4,3,0.199
08,olderAgeGroup,B,4,4,7.377
08,olderAgeGroup,B,4,5,21.499
08,olderAgeGroup,B,4,6,10.228
08,olderAgeGroup,B,4,7,13.049
08,olderAgeGroup,B,4,8,3.516
08,olderAgeGroup,B,4,9,12.701
08,olderAgeGroup,B,4,10,9.651
08,olderAgeGroup,B,5,1,-6.432
08,olderAgeGroup,B,5,2,-7.807
08,olderAgeGroup,B,5,3,-3.895
08,olderAgeGroup,B,5,4,1.534
08,olderAgeGroup,B,5,5,-2.557
08,olderAgeGroup,B,5,6,17.234
08,olderAgeGroup,B,5,7,4.982
08,olderAgeGroup,B,5,8,-3.627
08,olderAgeGroup,B,5,9,11.089
08,olderAgeGroup,B,5,10,18.955
08,olderAgeGroup,A,1,1,-12.412
08,olderAgeGroup,A,1,2,-28.658
08,olderAgeGroup,A,1,3,-21.341
08,olderAgeGroup,A,1,4,-22.493
08,olderAgeGroup,A,1,5,-15.507
08,olderAgeGroup,A,1,6,-15.318
08,olderAgeGroup,A,1,7,1.324
08,olderAgeGroup,A,1,8,-0.899
08,olderAgeGroup,A,1,9,-7.601
08,olderAgeGroup,A,1,10,-2.25
08,olderAgeGroup,A,2,1,-7.672
08,olderAgeGroup,A,2,2,-3.045
08,olderAgeGroup,A,2,3,-0.371
08,olderAgeGroup,A,2,4,-6.542
08,olderAgeGroup,A,2,5,-3.948
08,olderAgeGroup,A,2,6,-8.764
08,olderAgeGroup,A,2,7,0.314
08,olderAgeGroup,A,2,8,6.227
08,olderAgeGroup,A,2,9,-5.866
08,olderAgeGroup,A,2,10,-6.47
08,olderAgeGroup,A,3,1,-22.46
08,olderAgeGroup,A,3,2,-14.116
08,olderAgeGroup,A,3,3,-3.759
08,olderAgeGroup,A,3,4,-8.642
08,olderAgeGroup,A,3,5,17.895
08,olderAgeGroup,A,3,6,6.578
08,olderAgeGroup,A,3,7,5.425
08,olderAgeGroup,A,3,8,-11.492
08,olderAgeGroup,A,3,9,9.87
08,olderAgeGroup,A,3,10,-0.983
08,olderAgeGroup,A,4,1,8.664
08,olderAgeGroup,A,4,2,-1.179
08,olderAgeGroup,A,4,3,7.769
08,olderAgeGroup,A,4,4,12.607
08,olderAgeGroup,A,4,5,2.703
08,olderAgeGroup,A,4,6,10.944
08,olderAgeGroup,A,4,7,14.878
08,olderAgeGroup,A,4,8,14.308
08,olderAgeGroup,A,4,9,34.903
08,olderAgeGroup,A,4,10,12.421
08,olderAgeGroup,A,5,1,1.37
08,olderAgeGroup,A,5,2,20.275
08,olderAgeGroup,A,5,3,3.511
08,olderAgeGroup,A,5,4,0.785
08,olderAgeGroup,A,5,5,-6.161
08,olderAgeGroup,A,5,6,-4.93
08,olderAgeGroup,A,5,7,14.433
08,olderAgeGroup,A,5,8,10.523
08,olderAgeGroup,A,5,9,19.762
08,olderAgeGroup,A,5,10,27.207
09,olderAgeGroup,B,1,1,-10.443
09,olderAgeGroup,B,1,2,-8.674
09,olderAgeGroup,B,1,3,-9.138
09,olderAgeGroup,B,1,4,-12.163
09,olderAgeGroup,B,1,5,-15.683
09,olderAgeGroup,B,1,6,3.897
09,olderAgeGroup,B,1,7,-10.405
09,olderAgeGroup,B,1,8,6.672
09,olderAgeGroup,B,1,9,-5.774
09,olderAgeGroup,B,1,10,-7.104
09,olderAgeGroup,B,2,1,5.764
09,olderAgeGroup,B,2,2,-9.479
09,olderAgeGroup,B,2,3,13.836
09,olderAgeGroup,B,2,4,12.44
09,olderAgeGroup,B,2,5,16.633
09,olderAgeGroup,B,2,6,3.841
09,olderAgeGroup,B,2,7,7.541
09,olderAgeGroup,B,2,8,16.412
09,olderAgeGroup,B,2,9,25.447
09,olderAgeGroup,B,2,10,15.362
09,olderAgeGroup,B,3,1,-12.112
09,olderAgeGroup,B,3,2,12.395
09,olderAgeGroup,B,3,3,4.923
09,olderAgeGroup,B,3,4,13.403
09,olderAgeGroup,B,3,5,11.98
09,olderAgeGroup,B,3,6,5.476
09,olderAgeGroup,B,3,7,11.502
09,olderAgeGroup,B,3,8,15.103
09,olderAgeGroup,B,3,9,9.242
09,olderAgeGroup,B,3,10,0.686
09,olderAgeGroup,B,4,1,20.676
09,olderAgeGroup,B,4,2,13.754
09,olderAgeGroup,B,4,3,29.485
09,olderAgeGroup,B,4,4,32.283
09,olderAgeGroup,B,4,5,35.814
09,olderAgeGroup,B,4,6,29.128
09,olderAgeGroup,B,4,7,18.191
09,olderAgeGroup,B,4,8,23.481
09,olderAgeGroup,B,4,9,31.508
09,olderAgeGroup,B,4,10,19.495
09,olderAgeGroup,B,5,1,4.264
09,olderAgeGroup,B,5,2,7.583
09,olderAgeGroup,B,5,3,13.803
09,olderAgeGroup,B,5,4,26.924
09,olderAgeGroup,B,5,5,27.444
09,olderAgeGroup,B,5,6,25.572
09,olderAgeGroup,B,5,7,27.516
09,olderAgeGroup,B,5,8,26.337
09,olderAgeGroup,B,5,9,16.426
09,olderAgeGroup,B,5,10,37.358
09,olderAgeGroup,A,1,1,-16.353
09,olderAgeGroup,A,1,2,-9.059
09,olderAgeGroup,A,1,3,-6.62
09,olderAgeGroup,A,1,4,0.247
09,olderAgeGroup,A,1,5,-2.654
09,olderAgeGroup,A,1,6,-4.338
09,olderAgeGroup,A,1,7,7.711
09,olderAgeGroup,A,1,8,0.119
09,olderAgeGroup,A,1,9,18.68
09,olderAgeGroup,A,1,10,0.041
09,olderAgeGroup,A,2,1,9.112
09,olderAgeGroup,A,2,2,9.326
09,olderAgeGroup,A,2,3,4.577
09,olderAgeGroup,A,2,4,16.087
09,olderAgeGroup,A,2,5,10.697
09,olderAgeGroup,A,2,6,4.426
09,olderAgeGroup,A,2,7,15.524
09,olderAgeGroup,A,2,8,22.641
09,olderAgeGroup,A,2,9,21.316
09,olderAgeGroup,A,2,10,26.195
09,olderAgeGroup,A,3,1,14.969
09,olderAgeGroup,A,3,2,-4.538
09,olderAgeGroup,A,3,3,1.384
09,olderAgeGroup,A,3,4,16.674
09,olderAgeGroup,A,3,5,9.44
09,olderAgeGroup,A,3,6,15.236
09,olderAgeGroup,A,3,7,25.81
09,olderAgeGroup,A,3,8,11.66
09,olderAgeGroup,A,3,9,-0.127
09,olderAgeGroup,A,3,10,19.543
09,olderAgeGroup,A,4,1,18.414
09,olderAgeGroup,A,4,2,25.134
09,olderAgeGroup,A,4,3,25.659
09,olderAgeGroup,A,4,4,33.096
09,olderAgeGroup,A,4,5,41.092
09,olderAgeGroup,A,4,6,18.268
09,olderAgeGroup,A,4,7,19.87
09,olderAgeGroup,A,4,8,36.427
09,olderAgeGroup,A,4,9,29.865
09,olderAgeGroup,A,4,10,19.927
09,olderAgeGroup,A,5,1,3.381
09,olderAgeGroup,A,5,2,11.511
09,olderAgeGroup,A,5,3,23.508
09,olderAgeGroup,A,5,4,6.358
09,olderAgeGroup,A,5,5,40.034
09,olderAgeGroup,A,5,6,16.848
09,olderAgeGroup,A,5,7,20.597
09,olderAgeGroup,A,5,8,25.417
09,olderAgeGroup,A,5,9,27.701
09,olderAgeGroup,A,5,10,26.309
10,olderAgeGroup,B,1,1,-28.546
10,olderAgeGroup,B,1,2,-26.042
10,olderAgeGroup,B,1,3,-18.115
10,olderAgeGroup,B,1,4,-22.136
10,olderAgeGroup,B,1,5,-26.026
10,olderAgeGroup,B,1,6,-26.094
10,olderAgeGroup,B,1,7,-17.821
10,olderAgeGroup,B,1,8,-22.416
10,olderAgeGroup,B,1,9,-12.336
10,olderAgeGroup,B,1,10,-3.031
10,olderAgeGroup,B,2,1,-19.816
10,olderAgeGroup,B,2,2,-24.772
10,olderAgeGroup,B,2,3,3.124
10,olderAgeGroup,B,2,4,-3.98
10,olderAgeGroup,B,2,5,-2.052
10,olderAgeGroup,B,2,6,3.207
10,olderAgeGroup,B,2,7,4.893
10,olderAgeGroup,B,2,8,-5.714
10,olderAgeGroup,B,2,9,14.441
10,olderAgeGroup,B,2,10,-7.733
10,olderAgeGroup,B,3,1,-13.824
10,olderAgeGroup,B,3,2,-37.471
10,olderAgeGroup,B,3,3,-12.814
10,olderAgeGroup,B,3,4,-19.729
10,olderAgeGroup,B,3,5,2.081
10,olderAgeGroup,B,3,6,4.206
10,olderAgeGroup,B,3,7,-6.967
10,olderAgeGroup,B,3,8,-4.067
10,olderAgeGroup,B,3,9,0.941
10,olderAgeGroup,B,3,10,1.985
10,olderAgeGroup,B,4,1,-17.928
10,olderAgeGroup,B,4,2,-10.872
10,olderAgeGroup,B,4,3,3.331
10,olderAgeGroup,B,4,4,0.091
10,olderAgeGroup,B,4,5,10.402
10,olderAgeGroup,B,4,6,14.702
10,olderAgeGroup,B,4,7,15.801
10,olderAgeGroup,B,4,8,5.67
10,olderAgeGroup,B,4,9,3.718
10,olderAgeGroup,B,4,10,23.093
10,olderAgeGroup,B,5,1,5.307
10,olderAgeGroup,B,5,2,-2.515
10,olderAgeGroup,B,5,3,2.871
10,olderAgeGroup,B,5,4,5.148
10,olderAgeGroup,B,5,5,3.441
10,olderAgeGroup,B,5,6,7.954
10,olderAgeGroup,B,5,7,16.999
10,olderAgeGroup,B,5,8,6.943
10,olderAgeGroup,B,5,9,14.109
10,olderAgeGroup,B,5,10,18.032
10,olderAgeGroup,A,1,1,-46.158
10,olderAgeGroup,A,1,2,-21.113
10,olderAgeGroup,A,1,3,-23.956
10,olderAgeGroup,A,1,4,-21.63
10,olderAgeGroup,A,1,5,-17.486
10,olderAgeGroup,A,1,6,-20.691
10,olderAgeGroup,A,1,7,-14.2
10,olderAgeGroup,A,1,8,-6.406
10,olderAgeGroup,A,1,9,-12.716
10,olderAgeGroup,A,1,10,-10.114
10,olderAgeGroup,A,2,1,-19.639
10,olderAgeGroup,A,2,2,8.584
10,olderAgeGroup,A,2,3,-20.175
10,olderAgeGroup,A,2,4,-11.365
10,olderAgeGroup,A,2,5,-5.975
10,olderAgeGroup,A,2,6,1.299
10,olderAgeGroup,A,2,7,-0.444
10,olderAgeGroup,A,2,8,5.48
10,olderAgeGroup,A,2,9,3.095
10,olderAgeGroup,A,2,10,-9.824
10,olderAgeGroup,A,3,1,-29.809
10,olderAgeGroup,A,3,2,-9.351
10,olderAgeGroup,A,3,3,-21.416
10,olderAgeGroup,A,3,4,-7.369
10,olderAgeGroup,A,3,5,-11.163
10,olderAgeGroup,A,3,6,-5.082
10,olderAgeGroup,A,3,7,-14.82
10,olderAgeGroup,A,3,8,-1.479
10,olderAgeGroup,A,3,9,-23.681
10,olderAgeGroup,A,3,10,11.988
10,olderAgeGroup,A,4,1,0.847
10,olderAgeGroup,A,4,2,8.979
10,olderAgeGroup,A,4,3,5.361
10,olderAgeGroup,A,4,4,0.02
10,olderAgeGroup,A,4,5,-3.307
10,olderAgeGroup,A,4,6,10.859
10,olderAgeGroup,A,4,7,23.445
10,olderAgeGroup,A,4,8,14.423
10,olderAgeGroup,A,4,9,8.912
10,olderAgeGroup,A,4,10,2.834
10,olderAgeGroup,A,5,1,-6.687
10,olderAgeGroup,A,5,2,-8.478
10,olderAgeGroup,A,5,3,-14.168
10,olderAgeGroup,A,5,4,-19.758
10,olderAgeGroup,A,5,5,-7.009
10,olderAgeGroup,A,5,6,-0.371
10,olderAgeGroup,A,5,7,1.289
10,olderAgeGroup,A,5,8,0.161
10,olderAgeGroup,A,5,9,11.405
10,olderAgeGroup,A,5,10,0.959
11,olderAgeGroup,B,1,1,-37.3
11,olderAgeGroup,B,1,2,-19.491
11,olderAgeGroup,B,1,3,-18.258
11,olderAgeGroup,B,1,4,-8.906
11,olderAgeGroup,B,1,5,-14.929
11,olderAgeGroup,B,1,6,-9.745
11,olderAgeGroup,B,1,7,-11.098
11,olderAgeGroup,B,1,8,-23.542
11,olderAgeGroup,B,1,9,0.418
11,olderAgeGroup,B,1,10,-4.941
11,olderAgeGroup,B,2,1,-1.651
11,olderAgeGroup,B,2,2,-8.445
11,olderAgeGroup,B,2,3,-7.2
11,olderAgeGroup,B,2,4,-0.184
11,olderAgeGroup,B,2,5,-15.741
11,olderAgeGroup,B,2,6,9.94
11,olderAgeGroup,B,2,7,-12.112
11,olderAgeGroup,B,2,8,-10.473
11,olderAgeGroup,B,2,9,-7.807
11,olderAgeGroup,B,2,10,8.518
11,olderAgeGroup,B,3,1,-19.904
11,olderAgeGroup,B,3,2,-10.166
11,olderAgeGroup,B,3,3,-1.424
11,olderAgeGroup,B,3,4,5.075
11,olderAgeGroup,B,3,5,-1.787
11,olderAgeGroup,B,3,6,-7.589
11,olderAgeGroup,B,3,7,-9.277
11,olderAgeGroup,B,3,8,-8.011
11,olderAgeGroup,B,3,9,-12.147
11,olderAgeGroup,B,3,10,-5.487
11,olderAgeGroup,B,4,1,5.649
11,olderAgeGroup,B,4,2,18.999
11,olderAgeGroup,B,4,3,10.96
11,olderAgeGroup,B,4,4,0.936
11,olderAgeGroup,B,4,5,9.302
11,olderAgeGroup,B,4,6,7.23
11,olderAgeGroup,B,4,7,-1.521
11,olderAgeGroup,B,4,8,0.517
11,olderAgeGroup,B,4,9,15.219
11,olderAgeGroup,B,4,10,11.072
11,olderAgeGroup,B,5,1,-17.463
11,olderAgeGroup,B,5,2,0.179
11,olderAgeGroup,B,5,3,7.156
11,olderAgeGroup,B,5,4,2.04
11,olderAgeGroup,B,5,5,10.68
11,olderAgeGroup,B,5,6,19.89
11,olderAgeGroup,B,5,7,-3.172
11,olderAgeGroup,B,5,8,7.049
11,olderAgeGroup,B,5,9,2.19
11,olderAgeGroup,B,5,10,-0.491
11,olderAgeGroup,A,1,1,-26.234
11,olderAgeGroup,A,1,2,-9.768
11,olderAgeGroup,A,1,3,-9.322
11,olderAgeGroup,A,1,4,-20.124
11,olderAgeGroup,A,1,5,-18.668
11,olderAgeGroup,A,1,6,-10.611
11,olderAgeGroup,A,1,7,-21.402
11,olderAgeGroup,A,1,8,-14.616
11,olderAgeGroup,A,1,9,-7.805
11,olderAgeGroup,A,1,10,-3.768
11,olderAgeGroup,A,2,1,-7.347
11,olderAgeGroup,A,2,2,-15.173
11,olderAgeGroup,A,2,3,2.761
11,olderAgeGroup,A,2,4,-10.671
11,olderAgeGroup,A,2,5,-10.577
11,olderAgeGroup,A,2,6,1.758
11,olderAgeGroup,A,2,7,4.704
11,olderAgeGroup,A,2,8,0.258
11,olderAgeGroup,A,2,9,-8.042
11,olderAgeGroup,A,2,10,5.313
11,olderAgeGroup,A,3,1,-18.223
11,olderAgeGroup,A,3,2,-1.897
11,olderAgeGroup,A,3,3,-16.962
11,olderAgeGroup,A,3,4,-16.831
11,olderAgeGroup,A,3,5,1.055
11,olderAgeGroup,A,3,6,-9.752
11,olderAgeGroup,A,3,7,-2.542
11,olderAgeGroup,A,3,8,2.98
11,olderAgeGroup,A,3,9,-7.654
11,olderAgeGroup,A,3,10,2.591
11,olderAgeGroup,A,4,1,-3.6
11,olderAgeGroup,A,4,2,-2.39
11,olderAgeGroup,A,4,3,9.839
11,olderAgeGroup,A,4,4,14.062
11,olderAgeGroup,A,4,5,5.893
11,olderAgeGroup,A,4,6,19.713
11,olderAgeGroup,A,4,7,13.984
11,olderAgeGroup,A,4,8,20.111
11,olderAgeGroup,A,4,9,14.75
11,olderAgeGroup,A,4,10,26.997
11,olderAgeGroup,A,5,1,-5.557
11,olderAgeGroup,A,5,2,-14.552
11,olderAgeGroup,A,5,3,13.212
11,olderAgeGroup,A,5,4,9.695
11,olderAgeGroup,A,5,5,11.658
11,olderAgeGroup,A,5,6,2.716
11,olderAgeGroup,A,5,7,12.319
11,olderAgeGroup,A,5,8,-6.08
11,olderAgeGroup,A,5,9,22.314
11,olderAgeGroup,A,5,10,-0.638
12,youngerAgeGroup,B,1,1,-11.527
12,youngerAgeGroup,B,1,2,-19.432
12,youngerAgeGroup,B,1,3,-16.511
12,youngerAgeGroup,B,1,4,-27.088
12,youngerAgeGroup,B,1,5,-38.918
12,youngerAgeGroup,B,1,6,-5.15
12,youngerAgeGroup,B,1,7,-25.279
12,youngerAgeGroup,B,1,8,-13.649
12,youngerAgeGroup,B,1,9,-9.111
12,youngerAgeGroup,B,1,10,-13.934
12,youngerAgeGroup,B,2,1,-8.416
12,youngerAgeGroup,B,2,2,10.934
12,youngerAgeGroup,B,2,3,-2.061
12,youngerAgeGroup,B,2,4,-13.92
12,youngerAgeGroup,B,2,5,-2.703
12,youngerAgeGroup,B,2,6,-2.652
12,youngerAgeGroup,B,2,7,3.661
12,youngerAgeGroup,B,2,8,-0.825
12,youngerAgeGroup,B,2,9,6.69
12,youngerAgeGroup,B,2,10,13.298
12,youngerAgeGroup,B,3,1,-20.737
12,youngerAgeGroup,B,3,2,-25.657
12,youngerAgeGroup,B,3,3,-9.779
12,youngerAgeGroup,B,3,4,-13.572
12,youngerAgeGroup,B,3,5,8.753
12,youngerAgeGroup,B,3,6,-2.814
12,youngerAgeGroup,B,3,7,2.763
12,youngerAgeGroup,B,3,8,10.809
12,youngerAgeGroup,B,3,9,-5.287
12,youngerAgeGroup,B,3,10,12.961
12,youngerAgeGroup,B,4,1,12.362
12,youngerAgeGroup,B,4,2,3.773
12,youngerAgeGroup,B,4,3,6.502
12,youngerAgeGroup,B,4,4,14.553
12,youngerAgeGroup,B,4,5,12.462
12,youngerAgeGroup,B,4,6,13.015
12,youngerAgeGroup,B,4,7,19.507
12,youngerAgeGroup,B,4,8,19.365
12,youngerAgeGroup,B,4,9,11.664
12,youngerAgeGroup,B,4,10,5.193
12,youngerAgeGroup,B,5,1,-3.074
12,youngerAgeGroup,B,5,2,2.541
12,youngerAgeGroup,B,5,3,-2.479
12,youngerAgeGroup,B,5,4,1.954
12,youngerAgeGroup,B,5,5,7.287
12,youngerAgeGroup,B,5,6,7.315
12,youngerAgeGroup,B,5,7,13.229
12,youngerAgeGroup,B,5,8,10.708
12,youngerAgeGroup,B,5,9,4.13
12,youngerAgeGroup,B,5,10,13.814
12,youngerAgeGroup,A,1,1,-15.36
12,youngerAgeGroup,A,1,2,-14.85
12,youngerAgeGroup,A,1,3,-22.885
12,youngerAgeGroup,A,1,4,-21.012
12,youngerAgeGroup,A,1,5,-14.634
12,youngerAgeGroup,A,1,6,-5.344
12,youngerAgeGroup,A,1,7,-1.031
12,youngerAgeGroup,A,1,8,-3.719
12,youngerAgeGroup,A,1,9,-3.606
12,youngerAgeGroup,A,1,10,-6.425
12,youngerAgeGroup,A,2,1,-0.297
12,youngerAgeGroup,A,2,2,-3.593
12,youngerAgeGroup,A,2,3,-8.5
12,youngerAgeGroup,A,2,4,-9.603
12,youngerAgeGroup,A,2,5,2.208
12,youngerAgeGroup,A,2,6,5.877
12,youngerAgeGroup,A,2,7,-6.246
12,youngerAgeGroup,A,2,8,6.35
12,youngerAgeGroup,A,2,9,3.534
12,youngerAgeGroup,A,2,10,-9.665
12,youngerAgeGroup,A,3,1,-22.148
12,youngerAgeGroup,A,3,2,8.634
12,youngerAgeGroup,A,3,3,-0.711
12,youngerAgeGroup,A,3,4,-0.462
12,youngerAgeGroup,A,3,5,-17.064
12,youngerAgeGroup,A,3,6,-7.696
12,youngerAgeGroup,A,3,7,-5.153
12,youngerAgeGroup,A,3,8,-4.156
12,youngerAgeGroup,A,3,9,-4.698
12,youngerAgeGroup,A,3,10,-7.503
12,youngerAgeGroup,A,4,1,19.031
12,youngerAgeGroup,A,4,2,-6.012
12,youngerAgeGroup,A,4,3,-1.859
12,youngerAgeGroup,A,4,4,-0.538
12,youngerAgeGroup,A,4,5,11.697
12,youngerAgeGroup,A,4,6,10.424
12,youngerAgeGroup,A,4,7,29.312
12,youngerAgeGroup,A,4,8,14.848
12,youngerAgeGroup,A,4,9,20.967
12,youngerAgeGroup,A,4,10,17.301
12,youngerAgeGroup,A,5,1,-21.345
12,youngerAgeGroup,A,5,2,-0.166
12,youngerAgeGroup,A,5,3,-4.15
12,youngerAgeGroup,A,5,4,4.775
12,youngerAgeGroup,A,5,5,-2.817
12,youngerAgeGroup,A,5,6,-4.233
12,youngerAgeGroup,A,5,7,15.043
12,youngerAgeGroup,A,5,8,-5.248
12,youngerAgeGroup,A,5,9,7.326
12,youngerAgeGroup,A,5,10,8.746
13,youngerAgeGroup,B,1,1,-20.732
13,youngerAgeGroup,B,1,2,-20.23
13,youngerAgeGroup,B,1,3,-12.902
13,youngerAgeGroup,B,1,4,-5.549
13,youngerAgeGroup,B,1,5,0.996
13,youngerAgeGroup,B,1,6,-10.962
13,youngerAgeGroup,B,1,7,1.77
13,youngerAgeGroup,B,1,8,-8.809
13,youngerAgeGroup,B,1,9,-7.602
13,youngerAgeGroup,B,1,10,6.831
13,youngerAgeGroup,B,2,1,1.667
13,youngerAgeGroup,B,2,2,4.343
13,youngerAgeGroup,B,2,3,-4.073
13,youngerAgeGroup,B,2,4,-8.159
13,youngerAgeGroup,B,2,5,5.605
13,youngerAgeGroup,B,2,6,2.788
13,youngerAgeGroup,B,2,7,6.649
13,youngerAgeGroup,B,2,8,13.672
13,youngerAgeGroup,B,2,9,20.788
13,youngerAgeGroup,B,2,10,6.013
13,youngerAgeGroup,B,3,1,-6.343
13,youngerAgeGroup,B,3,2,0.207
13,youngerAgeGroup,B,3,3,-6.053
13,youngerAgeGroup,B,3,4,-11.406
13,youngerAgeGroup,B,3,5,0.896
13,youngerAgeGroup,B,3,6,0.535
13,youngerAgeGroup,B,3,7,-1.815
13,youngerAgeGroup,B,3,8,10.914
13,youngerAgeGroup,B,3,9,7.469
13,youngerAgeGroup,B,3,10,8.383
13,youngerAgeGroup,B,4,1,20.212
13,youngerAgeGroup,B,4,2,18.172
13,youngerAgeGroup,B,4,3,19.734
13,youngerAgeGroup,B,4,4,25.485
13,youngerAgeGroup,B,4,5,25.315
13,youngerAgeGroup,B,4,6,15.814
13,youngerAgeGroup,B,4,7,8.957
13,youngerAgeGroup,B,4,8,27.638
13,youngerAgeGroup,B,4,9,31.398
13,youngerAgeGroup,B,4,10,20.298
13,youngerAgeGroup,B,5,1,5.586
13,youngerAgeGroup,B,5,2,8.272
13,youngerAgeGroup,B,5,3,7.845
13,youngerAgeGroup,B,5,4,13.836
13,youngerAgeGroup,B,5,5,12.84
13,youngerAgeGroup,B,5,6,22.569
13,youngerAgeGroup,B,5,7,24.725
13,youngerAgeGroup,B,5,8,11.056
13,youngerAgeGroup,B,5,9,10.676
13,youngerAgeGroup,B,5,10,24.132
13,youngerAgeGroup,A,1,1,-10.486
13,youngerAgeGroup,A,1,2,-1.077
13,youngerAgeGroup,A,1,3,-13.046
13,youngerAgeGroup,A,1,4,-14.878
13,youngerAgeGroup,A,1,5,-15.548
13,youngerAgeGroup,A,1,6,-1.746
13,youngerAgeGroup,A,1,7,3.967
13,youngerAgeGroup,A,1,8,-4.349
13,youngerAgeGroup,A,1,9,1.008
13,youngerAgeGroup,A,1,10,-8.157
13,youngerAgeGroup,A,2,1,2.137
13,youngerAgeGroup,A,2,2,-0.99
13,youngerAgeGroup,A,2,3,8.687
13,youngerAgeGroup,A,2,4,-3.019
13,youngerAgeGroup,A,2,5,6.86
13,youngerAgeGroup,A,2,6,1.608
13,youngerAgeGroup,A,2,7,13.18
